date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season,result_num,streak_win,streak_draw,streak_loss,streak_unbeaten
2023-03-12,2023-03-20 21:15:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,D,1,1,FC Juárez,1.2,1.1,45.0,11272.0,Fabricio Formiliano,4/4/2002,Erick Miranda,Match Report,,19,4,23.3,1.0,0,0,Necaxa,2023,0,0,0,1,0
2023-03-12,2023-03-20 21:15:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,D,1,1,Necaxa,1.1,1.2,55.0,11272.0,Alfredo Talavera,4/3/2003,Erick Miranda,Match Report,,13,3,13.5,0.0,0,0,FC Juarez,2023,0,0,0,2,0
2023-03-12,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,W,2,1,Pachuca,0.7,0.8,43.0,,Celso Ortiz,4-2-3-1,Fernando Guerrero,Match Report,,13,5,21.3,1.0,0,0,Monterrey,2023,1,1,0,0,9
2023-03-12,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,2,3,Santos,1.0,1.6,46.0,,Nicolás Díaz Huincales,5/3/2002,Ismael Lopez,Match Report,,15,5,20.9,0.0,0,0,Tijuana,2023,-1,0,1,0,2
2023-03-12,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,3,2,Tijuana,1.6,1.0,54.0,,Carlos Acevedo,4/4/2002,Ismael Lopez,Match Report,,11,7,12.4,0.0,0,0,Santos Laguna,2023,1,0,0,1,0
2023-03-12,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,L,1,2,Monterrey,0.8,0.7,57.0,,Óscar Ustari,4-4-1-1,Fernando Guerrero,Match Report,,17,5,22.8,3.0,0,0,Pachuca,2023,-1,1,0,0,1
2023-03-12,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,4,1,Mazatlán,2.6,0.2,69.0,,Marcel Ruiz,4/4/2002,Luis Santander,Match Report,,25,11,17.1,1.0,0,0,Toluca,2023,1,0,0,1,0
2023-03-12,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,4,Toluca,0.2,2.6,31.0,,Néstor Vidrio,5/4/2001,Luis Santander,Match Report,,6,1,22.7,0.0,0,0,Mazatlan,2023,-1,1,0,0,1
2023-03-11,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,2,0,UANL,1.4,0.7,44.0,,Henry Martín,4-2-3-1,Victor Caceres,Match Report,,13,5,26.6,0.0,0,0,America,2023,1,0,0,1,0
2023-03-11,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,0,2,América,0.7,1.4,56.0,,Guido Pizarro,4-2-3-1,Victor Caceres,Match Report,,9,2,16.0,0.0,0,0,UANL,2023,-1,1,0,0,1
2023-03-11,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,1,0,UNAM,1.1,0.4,57.0,,José Corona,4/3/2003,Daniel Quintero,Match Report,,16,3,17.1,1.0,0,0,Cruz Azul,2023,1,0,0,1,0
2023-03-11,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,1,Cruz Azul,0.4,1.1,43.0,,Nicolás Freire,4/3/2003,Daniel Quintero,Match Report,,7,1,19.0,1.0,0,0,UNAM,2023,-1,0,0,1,0
2023-03-11,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,1,0,Atlas,1.0,0.9,44.0,,Rodolfo Cota,3/4/2003,Marco Ortíz,Match Report,,19,5,21.0,0.0,0,0,Leon,2023,1,1,0,0,5
2023-03-11,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,0,1,León,0.9,1.0,56.0,,Aldo Rocha,4/4/2002,Marco Ortíz,Match Report,,21,4,19.4,1.0,0,0,Atlas,2023,-1,0,2,0,2
2023-03-10,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,1,0,Guadalajara,1.1,1.7,40.0,30132.0,Antony Silva,5/4/2001,Oscar Mejia,Match Report,,8,2,25.0,1.0,0,0,Puebla,2023,1,1,0,0,1
2023-03-10,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,L,0,1,Puebla,1.7,1.1,60.0,30132.0,Víctor Guzmán,4/3/2003,Oscar Mejia,Match Report,,19,2,18.5,1.0,0,0,Guadalajara,2023,-1,4,0,0,7
2023-03-10,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,L,0,2,Atlético,0.9,1.2,44.0,,Pablo Barrera,4/4/2002,César Arturo Ramos,Match Report,,7,1,11.1,0.0,0,0,Queretaro,2023,-1,1,0,0,3
2023-03-10,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,2,0,Querétaro,1.2,0.9,56.0,,Marcelo Barovero,4-2-3-1,César Arturo Ramos,Match Report,,17,6,21.7,0.0,0,0,Atletico,2023,1,0,0,2,0
2023-03-05,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,1,0,Toluca,0.3,1.3,25.0,,Pablo Barrera,4/4/2002,Óscar Macias,Match Report,,7,5,23.2,0.0,0,0,Queretaro,2023,1,0,2,0,2
2023-03-05,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,0,1,Querétaro,1.3,0.3,75.0,,Leonardo Fernández,4/3/2003,Óscar Macias,Match Report,,21,7,17.7,0.0,0,0,Toluca,2023,-1,4,0,0,4
2023-03-05,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,W,4,2,UNAM,2.6,2.1,58.0,11851.0,Antony Silva,5/4/2001,César Arturo Ramos,Match Report,,20,9,18.6,0.0,0,0,Puebla,2023,1,0,0,3,0
2023-03-05,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,L,2,4,Puebla,2.1,2.6,42.0,11851.0,Nicolás Freire,4/4/2002,César Arturo Ramos,Match Report,,15,5,16.1,1.0,0,0,UNAM,2023,-1,1,0,0,1
2023-03-04,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,2,Guadalajara,0.8,1.1,58.0,35004.0,Carlos Acevedo,4-1-2-1-2,Victor Caceres,Match Report,,12,2,15.9,0.0,0,0,Santos Laguna,2023,-1,1,0,0,1
2023-03-04,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,2,0,Santos,1.1,0.8,42.0,35004.0,Víctor Guzmán,4-1-4-1,Victor Caceres,Match Report,,17,7,21.9,1.0,0,0,Guadalajara,2023,1,3,0,0,6
2023-03-04,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,3,0,FC Juárez,1.2,0.7,48.0,41871.0,Celso Ortiz,4-2-3-1,Luis Santander,Match Report,,17,7,18.4,0.0,0,0,Monterrey,2023,1,0,1,0,8
2023-03-04,2023-03-20 19:10:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,3,Monterrey,0.7,1.2,52.0,41871.0,Alfredo Talavera,4/4/2002,Luis Santander,Match Report,,8,2,19.3,0.0,0,0,FC Juarez,2023,-1,0,0,1,0
2023-03-04,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,0,3,Pachuca,1.2,1.2,62.0,46273.0,Henry Martín,4/4/2002,Adonai Escobedo,Match Report,,21,5,21.5,1.0,0,0,America,2023,-1,0,1,0,10
2023-03-04,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,3,0,América,1.2,1.2,38.0,46273.0,Óscar Ustari,4/4/2002,Adonai Escobedo,Match Report,,13,6,18.8,0.0,0,0,Pachuca,2023,1,0,0,2,0
2023-03-04,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,2,0,Atlético,2.1,0.8,60.0,,Rodolfo Cota,3/4/2003,Fernando Guerrero,Match Report,,20,10,18.5,0.0,0,0,Leon,2023,1,0,2,0,4
2023-03-04,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,2,León,0.8,2.1,40.0,,Unai Bilbao,4-2-3-1,Fernando Guerrero,Match Report,,10,2,18.1,0.0,0,0,Atletico,2023,-1,0,0,1,0
2023-03-03,2023-03-20 19:15:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,1,1,Atlas,0.8,1.6,48.0,24533.0,Lisandro López,5/4/2001,Daniel Quintero,Match Report,,9,2,13.3,0.0,0,0,Tijuana,2023,0,1,0,0,1
2023-03-03,2023-03-20 19:15:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,D,1,1,Tijuana,1.6,0.8,52.0,24533.0,Aldo Rocha,4/4/2002,Daniel Quintero,Match Report,,14,6,20.5,2.0,0,0,Atlas,2023,0,0,1,0,1
2023-03-03,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,1,0,Necaxa,0.6,0.9,52.0,14822.0,Guido Pizarro,4-2-3-1,Fernando Hernández,Match Report,,9,4,21.9,0.0,0,0,UANL,2023,1,0,0,1,0
2023-03-03,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,0,1,UANL,0.9,0.6,48.0,14822.0,Fabricio Formiliano,4/4/2002,Fernando Hernández,Match Report,,18,2,19.8,1.0,0,0,Necaxa,2023,-1,0,1,0,1
2023-03-03,2023-03-20 18:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,L,1,3,Mazatlán,0.5,0.8,50.0,12041.0,José Corona,3/4/2003,Jesus Lopez,Match Report,,6,3,18.1,0.0,0,0,Cruz Azul,2023,-1,3,0,0,3
2023-03-03,2023-03-20 18:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,3,1,Cruz Azul,0.8,0.5,50.0,12041.0,Néstor Vidrio,4/4/2002,Jesus Lopez,Match Report,,15,7,19.0,1.0,0,0,Mazatlan,2023,1,0,0,1,0
2023-02-27,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Mon,Away,D,1,1,León,1.4,0.6,55.0,20134.0,Celso Ortiz,4-2-3-1,César Arturo Ramos,Match Report,,11,4,24.1,0.0,1,1,Monterrey,2023,0,7,0,0,7
2023-02-27,2023-03-20 21:10:00,Liga MX,Clausura 2023 Regular Season,Mon,Home,D,1,1,Monterrey,0.6,1.4,45.0,20134.0,Rodolfo Cota,4-2-3-1,César Arturo Ramos,Match Report,,8,3,17.9,0.0,0,0,Leon,2023,0,0,1,0,3
2023-02-26,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,2,0,Pachuca,1.5,1.2,42.0,,Lisandro López,4-1-4-1,Fernando Hernández,Match Report,,9,5,19.1,0.0,0,0,Tijuana,2023,1,0,0,2,0
2023-02-26,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,3,2,Puebla,3.1,1.7,43.0,,Carlos Acevedo,4-1-3-2,Brian Gonzalez,Match Report,,18,7,17.5,0.0,1,1,Santos Laguna,2023,1,0,0,1,0
2023-02-26,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,2,3,Santos,1.7,3.1,57.0,,Antony Silva,4-1-4-1,Brian Gonzalez,Match Report,,10,2,14.6,0.0,1,1,Puebla,2023,-1,0,0,2,0
2023-02-26,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,0,2,Tijuana,1.2,1.5,58.0,,Óscar Ustari,4/4/2002,Fernando Hernández,Match Report,,20,5,25.6,1.0,0,0,Pachuca,2023,-1,0,0,1,0
2023-02-26,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,2,0,Atlético,1.2,1.3,57.0,,Claudio Baeza,4/4/2002,Jorge Camacho,Match Report,,15,4,18.0,0.0,0,0,Toluca,2023,1,3,0,0,3
2023-02-26,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,0,2,Toluca,1.3,1.2,43.0,,Javier Güemez,4-2-3-1,Jorge Camacho,Match Report,,17,6,24.8,1.0,0,0,Atletico,2023,-1,0,1,0,1
2023-02-25,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,2,2,Atlas,1.2,0.5,54.0,29814.0,Henry Martín,4/4/2002,Luis Santander,Match Report,,17,5,20.5,1.0,0,0,America,2023,0,3,0,0,9
2023-02-25,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,D,2,2,América,0.5,1.2,46.0,29814.0,Aldo Rocha,4/4/2002,Luis Santander,Match Report,,9,4,22.3,1.0,0,0,Atlas,2023,0,0,0,3,0
2023-02-25,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,1,2,Guadalajara,1.8,0.9,66.0,,Guido Pizarro,4-2-3-1,Daniel Quintero,Match Report,,19,2,18.5,1.0,1,1,UANL,2023,-1,1,0,0,8
2023-02-25,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,2,1,UANL,0.9,1.8,34.0,,Víctor Guzmán,4/3/2003,Daniel Quintero,Match Report,,7,4,15.9,0.0,0,0,Guadalajara,2023,1,2,0,0,5
2023-02-25,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,1,0,FC Juárez,1.6,0.5,37.0,,José Corona,3/4/2003,Óscar Macias,Match Report,,10,6,17.3,0.0,0,0,Cruz Azul,2023,1,2,0,0,2
2023-02-25,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,1,Cruz Azul,0.5,1.6,63.0,,Alfredo Talavera,4-2-3-1,Óscar Macias,Match Report,,11,1,18.0,0.0,0,0,FC Juarez,2023,-1,0,2,0,4
2023-02-24,2023-03-20 20:10:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,2,1,Mazatlán,2.0,0.9,52.0,,Nicolás Freire,4/4/2002,Eduardo Galván,Match Report,,24,8,16.6,1.0,0,0,UNAM,2023,1,0,0,3,0
2023-02-24,2023-03-20 20:10:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,1,2,UNAM,0.9,2.0,48.0,,Nicolás Vikonis,4/4/2002,Eduardo Galván,Match Report,,13,2,21.4,1.0,0,0,Mazatlan,2023,-1,0,1,0,1
2023-02-24,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,D,1,1,Necaxa,1.1,1.0,58.0,,Pablo Barrera,4/3/2003,Marco Ortíz,Match Report,,16,3,21.2,0.0,0,0,Queretaro,2023,0,0,1,0,1
2023-02-24,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,1,1,Querétaro,1.0,1.1,42.0,,Fabricio Formiliano,4-1-2-1-2,Marco Ortíz,Match Report,,16,3,18.7,1.0,0,0,Necaxa,2023,0,0,0,1,0
2023-02-23,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Home,L,0,5,Toluca,1.3,2.1,45.0,,Carlos Acevedo,4-3-1-2,Fernando Guerrero,Match Report,,18,4,14.7,0.0,0,0,Santos Laguna,2023,-1,0,1,0,1
2023-02-23,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Thu,Away,W,5,0,Santos,2.1,1.3,55.0,,Claudio Baeza,4/4/2002,Fernando Guerrero,Match Report,,14,8,13.2,0.0,0,0,Toluca,2023,1,2,0,0,2
2023-02-22,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Home,W,1,0,Atlas,1.0,0.4,49.0,,José Corona,3/4/2003,César Arturo Ramos,Match Report,,15,3,19.3,0.0,0,0,Cruz Azul,2023,1,1,0,0,1
2023-02-22,2023-03-20 20:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Away,L,0,1,Cruz Azul,0.4,1.0,51.0,,Aldo Rocha,3/4/2003,César Arturo Ramos,Match Report,,9,3,25.2,0.0,0,0,Atlas,2023,-1,0,0,2,0
2023-02-19,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,W,2,1,Pachuca,2.0,1.7,50.0,,Claudio Baeza,4/4/2002,Luis Santander,Match Report,,12,6,14.4,0.0,0,0,Toluca,2023,1,1,0,0,1
2023-02-19,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,L,1,2,Toluca,1.7,2.0,50.0,,Gustavo Cabral,4/4/2002,Luis Santander,Match Report,,19,7,22.0,0.0,0,0,Pachuca,2023,-1,1,0,0,5
2023-02-19,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,2,América,1.1,1.7,41.0,,Lisandro López,5/3/2002,Fernando Guerrero,Match Report,,14,4,19.2,1.0,0,0,Tijuana,2023,-1,0,0,1,0
2023-02-19,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,2,1,Tijuana,1.7,1.1,59.0,,Henry Martín,4-2-3-1,Fernando Guerrero,Match Report,,18,7,23.1,1.0,0,0,America,2023,1,2,0,0,8
2023-02-19,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,D,1,1,Mazatlán,1.1,0.9,44.0,,Pablo Barrera,4/3/2003,Fernando Hernández,Match Report,,16,6,19.5,1.0,0,0,Queretaro,2023,0,0,0,2,0
2023-02-19,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,D,1,1,Querétaro,0.9,1.1,56.0,,Nicolás Vikonis,3/5/2002,Fernando Hernández,Match Report,,8,3,18.8,0.0,0,0,Mazatlan,2023,0,0,0,7,0
2023-02-18,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,2,1,UNAM,0.8,2.7,41.0,,Víctor Guzmán,4/3/2003,Marco Ortíz,Match Report,,10,3,20.9,0.0,0,0,Guadalajara,2023,1,1,0,0,4
2023-02-18,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,1,2,Guadalajara,2.7,0.8,59.0,,Nicolás Freire,4/4/2002,Marco Ortíz,Match Report,,25,5,19.1,0.0,0,0,UNAM,2023,-1,0,0,2,0
2023-02-18,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,1,0,Atlas,1.3,0.7,56.0,,Guido Pizarro,4-2-3-1,Adonai Escobedo,Match Report,,9,3,23.4,1.0,0,1,UANL,2023,1,0,1,0,7
2023-02-18,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,0,1,UANL,0.7,1.3,44.0,,Aldo Rocha,3-4-1-2,Adonai Escobedo,Match Report,,10,2,21.3,3.0,0,0,Atlas,2023,-1,0,0,1,0
2023-02-18,2023-03-20 17:06:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,2,1,Necaxa,2.7,0.9,58.0,,Celso Ortiz,4/3/2003,Guillermo Pacheco,Match Report,,15,9,17.1,0.0,0,1,Monterrey,2023,1,6,0,0,6
2023-02-18,2023-03-20 17:06:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,1,2,Monterrey,0.9,2.7,42.0,,Alexis Francisco Peña,4/4/2002,Guillermo Pacheco,Match Report,,3,1,22.7,0.0,1,1,Necaxa,2023,-1,1,0,0,1
2023-02-18,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,1,1,Atlético,1.9,0.9,62.0,,Carlos Acevedo,4/4/2002,Oscar Mejia,Match Report,,26,5,20.2,1.0,0,0,Santos Laguna,2023,0,0,0,1,0
2023-02-18,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,D,1,1,Santos,0.9,1.9,38.0,,Unai Bilbao,4/3/2003,Oscar Mejia,Match Report,,15,4,17.8,0.0,0,0,Atletico,2023,0,0,0,2,0
2023-02-17,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,3,1,Puebla,1.7,1.9,44.0,,Julio Domínguez,3/4/2003,Eduardo Galván,Match Report,,10,3,18.3,0.0,1,1,Cruz Azul,2023,1,0,0,4,0
2023-02-17,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,1,3,Cruz Azul,1.9,1.7,56.0,,Antony Silva,4-1-4-1,Eduardo Galván,Match Report,,19,5,20.6,1.0,0,0,Puebla,2023,-1,0,0,1,0
2023-02-17,2023-03-20 18:06:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,D,0,0,FC Juárez,0.3,0.2,48.0,10229.0,Rodolfo Cota,3/5/2002,Ismael Lopez,Match Report,,6,1,26.2,2.0,0,0,Leon,2023,0,2,0,0,2
2023-02-17,2023-03-20 18:06:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,0,0,León,0.2,0.3,52.0,10229.0,Alfredo Talavera,4/4/2002,Ismael Lopez,Match Report,,5,0,17.2,1.0,0,0,FC Juarez,2023,0,0,1,0,3
2023-02-16,2023-03-20 20:00:00,Liga MX,Clausura 2023 Regular Season,Thu,Away,W,3,2,Mazatlán,1.3,1.4,53.0,,Óscar Ustari,4-2-3-1,Erick Miranda,Match Report,,17,5,20.0,1.0,0,0,Pachuca,2023,1,0,1,0,4
2023-02-16,2023-03-20 20:00:00,Liga MX,Clausura 2023 Regular Season,Thu,Home,L,2,3,Pachuca,1.4,1.3,47.0,,Nicolás Vikonis,4/5/2001,Erick Miranda,Match Report,,14,5,20.4,0.0,0,0,Mazatlan,2023,-1,0,0,6,0
2023-02-15,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Away,L,1,3,Necaxa,1.5,0.7,66.0,,Nicolás Freire,4-2-3-1,Fernando Guerrero,Match Report,,19,8,19.3,0.0,0,0,UNAM,2023,-1,0,0,1,0
2023-02-15,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Home,W,3,1,UNAM,0.7,1.5,34.0,,Alexis Francisco Peña,4/4/2002,Fernando Guerrero,Match Report,,11,3,25.3,0.0,0,0,Necaxa,2023,1,0,0,1,0
2023-02-15,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Home,W,2,0,Querétaro,1.6,0.8,52.0,,Celso Ortiz,4/4/2002,Brian Gonzalez,Match Report,,15,5,16.9,0.0,0,0,Monterrey,2023,1,5,0,0,5
2023-02-15,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Away,L,1,2,Guadalajara,1.0,2.2,43.0,,Lisandro López,4-2-3-1,Diego Montaño,Match Report,,13,3,21.4,1.0,0,0,Tijuana,2023,-1,1,0,0,4
2023-02-15,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Away,L,0,2,Monterrey,0.8,1.6,48.0,,Pablo Barrera,3/4/2003,Brian Gonzalez,Match Report,,9,0,23.2,1.0,0,0,Queretaro,2023,-1,0,0,1,0
2023-02-15,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Home,W,2,1,Tijuana,2.2,1.0,57.0,,Jesús Sánchez García,4-1-4-1,Diego Montaño,Match Report,,11,0,25.1,0.0,2,2,Guadalajara,2023,1,0,2,0,3
2023-02-14,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Tue,Away,W,3,1,Atlético,1.9,0.7,52.0,,Henry Martín,4-2-3-1,Fernando Hernández,Match Report,,19,9,21.3,0.0,0,0,America,2023,1,1,0,0,7
2023-02-14,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Tue,Home,L,1,3,América,0.7,1.9,48.0,,Javier Güemez,4/4/2002,Fernando Hernández,Match Report,,13,4,21.3,0.0,0,0,Atletico,2023,-1,0,0,1,0
2023-02-14,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Tue,Home,D,0,0,FC Juárez,1.3,0.4,56.0,,Guido Pizarro,4/4/2002,César Arturo Ramos,Match Report,,14,3,16.8,0.0,0,0,UANL,2023,0,2,0,0,6
2023-02-14,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Tue,Away,L,0,2,León,0.2,3.2,39.0,,Antony Silva,3/4/2003,Óscar Macias,Match Report,,3,0,21.3,0.0,0,0,Puebla,2023,-1,1,0,0,1
2023-02-14,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Tue,Home,W,2,0,Puebla,3.2,0.2,61.0,,Rodolfo Cota,3/5/2002,Óscar Macias,Match Report,,34,12,16.7,2.0,0,0,Leon,2023,1,1,0,0,1
2023-02-14,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Tue,Away,D,0,0,UANL,0.4,1.3,44.0,,Alfredo Talavera,4/4/2002,César Arturo Ramos,Match Report,,12,4,26.8,2.0,0,0,FC Juarez,2023,0,2,0,0,2
2023-02-12,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,3,Toluca,2.0,1.4,49.0,27273.0,José Corona,3/4/2003,Marco Ortíz,Match Report,,14,5,15.3,0.0,0,0,Cruz Azul,2023,-1,0,0,3,0
2023-02-12,2023-03-20 12:00:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,3,1,Cruz Azul,1.4,2.0,51.0,27273.0,Leonardo Fernández,4-4-1-1,Marco Ortíz,Match Report,,11,6,16.4,0.0,0,0,Toluca,2023,1,0,0,1,0
2023-02-11,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,1,1,Pachuca,1.3,1.1,48.0,13681.0,Víctor Guzmán,4-2-3-1,Adonai Escobedo,Match Report,,17,9,20.9,0.0,0,0,Guadalajara,2023,0,0,1,0,2
2023-02-11,2023-03-20 21:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,D,1,1,Guadalajara,1.1,1.3,52.0,13681.0,Óscar Ustari,4-2-3-1,Adonai Escobedo,Match Report,,14,4,19.6,0.0,0,0,Pachuca,2023,0,3,0,0,3
2023-02-11,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,4,2,UNAM,2.8,1.0,58.0,,Guido Pizarro,4/4/2002,Fernando Hernández,Match Report,,18,4,16.6,1.0,1,1,UANL,2023,1,1,0,0,5
2023-02-11,2023-03-20 19:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,2,4,UANL,1.0,2.8,42.0,,Nicolás Freire,4/4/2002,Fernando Hernández,Match Report,,13,7,17.7,1.0,0,0,UNAM,2023,-1,0,2,0,3
2023-02-11,2023-03-20 18:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,1,3,FC Juárez,1.3,1.7,53.0,,Carlos Acevedo,4-1-3-2,Guillermo Pacheco,Match Report,,13,3,18.4,0.0,0,0,Santos Laguna,2023,-1,0,2,0,4
2023-02-11,2023-03-20 18:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,3,1,Santos,1.7,1.3,47.0,,Alfredo Talavera,4/4/2002,Guillermo Pacheco,Match Report,,21,8,17.3,0.0,0,0,FC Juarez,2023,1,1,0,0,1
2023-02-11,2023-03-20 17:00:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,2,1,Necaxa,3.2,0.7,54.0,,Henry Martín,4-2-3-1,Ismael Lopez,Match Report,,12,4,15.6,0.0,1,1,America,2023,1,0,1,0,6
